MaDH,MaKH,MaSP,SoLuong,NgayDat,TongTien
35985,946,51,7,2025-02-05,55930000
35986,537,64,8,2024-12-31,67120000
35987,148,90,9,2024-07-04,8910000
35988,725,63,6,2024-06-30,51600000
35989,830,9,9,2024-03-04,116910000
35990,597,33,2,2025-01-28,27580000
35991,939,10,5,2024-10-23,36950000
35992,258,41,8,2025-03-03,7920000
35993,452,93,1,2024-10-11,1190000
35994,974,92,3,2024-08-06,7770000
35995,666,8,7,2024-08-03,71330000
35996,337,83,8,2024-05-04,680000
35997,930,91,9,2024-09-03,21960000
35998,533,23,9,2025-03-03,58410000
35999,283,35,8,2024-04-02,22000000
36000,266,54,2,2024-08-18,9780000
36001,570,78,5,2025-02-02,245000
36002,16,57,4,2024-07-25,20596000
36003,894,82,8,2024-08-12,1360000
36004,581,56,10,2024-03-04,39900000
36005,911,14,4,2025-01-14,33960000
36006,703,64,5,2024-03-03,41950000
36007,247,11,9,2024-06-02,125910000
36008,110,81,5,2024-12-13,850000
36009,433,77,3,2024-06-01,84570000
36010,435,62,8,2024-03-07,53960000
36011,781,28,3,2025-03-13,56970000
36012,489,7,6,2024-08-04,74640000
36013,107,69,8,2024-04-11,111920000
36014,605,92,3,2024-12-05,7770000
36015,830,19,5,2024-12-10,15450000
36016,814,51,7,2024-10-10,55930000
36017,82,80,2,2024-08-21,1020000
36018,194,70,9,2024-06-07,204210000
36019,405,42,6,2024-08-02,3300000
36020,411,45,1,2024-02-23,3990000
36021,323,10,10,2024-04-03,73900000
36022,556,69,2,2025-01-19,27980000
36023,533,5,9,2025-03-06,77400000
36024,763,28,1,2025-02-13,18990000
36025,299,59,4,2024-12-06,15960000
36026,163,10,8,2025-01-04,59120000
36027,148,37,2,2024-07-20,878000
36028,434,33,9,2024-06-02,124110000
36029,884,72,3,2024-08-28,47970000
36030,705,4,9,2024-06-13,24750000
36031,611,73,6,2024-08-29,94140000
36032,147,66,8,2025-01-31,22320000
36033,628,80,2,2024-07-04,1020000
36034,459,90,9,2024-03-19,8910000
36035,297,3,10,2024-03-02,77500000
36036,858,22,9,2024-11-24,78210000
36037,333,67,8,2024-11-24,34320000
36038,735,65,4,2024-08-24,15960000
36039,57,79,3,2024-03-18,225000
36040,74,79,6,2025-01-07,450000
36041,468,3,1,2024-03-05,7750000
36042,934,60,10,2024-08-18,79390000
36043,114,25,2,2024-11-18,21500000
36044,852,75,8,2024-07-07,147120000
36045,556,2,9,2025-02-05,111960000
36046,360,61,7,2024-11-11,33530000
36047,378,6,8,2025-01-22,83120000
36048,46,26,5,2024-05-29,16200000
36049,430,56,1,2024-11-01,3990000
36050,292,3,4,2024-03-22,31000000
36051,79,69,4,2024-03-16,55960000
36052,384,95,5,2024-04-04,4450000
36053,124,13,10,2024-08-31,37900000
36054,890,22,8,2024-11-16,69520000
36055,82,82,9,2024-12-10,1530000
36056,719,79,8,2024-11-06,600000
36057,525,32,5,2024-11-01,54950000
36058,685,70,10,2024-07-27,226900000
36059,958,32,8,2024-10-05,87920000
36060,66,10,6,2025-03-05,44340000
36061,725,30,8,2025-02-19,88720000
36062,351,11,1,2025-02-25,13990000
36063,349,51,5,2025-02-11,39950000
36064,535,78,7,2024-09-27,343000
36065,808,40,1,2024-05-20,499000
36066,847,40,4,2024-06-10,1996000
36067,606,93,3,2024-02-18,3570000
36068,214,91,5,2024-06-03,12200000
36069,849,72,9,2024-02-22,143910000
36070,780,54,1,2024-04-29,4890000
36071,282,65,9,2024-10-27,35910000
36072,680,90,3,2024-06-15,2970000
36073,780,78,8,2024-08-09,392000
36074,28,73,3,2024-10-14,47070000
36075,539,92,10,2024-03-02,25900000
36076,916,46,2,2024-11-15,6980000
36077,241,43,7,2024-09-19,2940000
36078,767,55,5,2024-03-18,36450000
36079,674,12,10,2024-12-16,117500000
36080,405,64,7,2024-12-12,58730000
36081,255,12,4,2024-04-19,47000000
36082,109,77,7,2024-07-06,197330000
36083,988,17,3,2024-07-28,53670000
36084,991,31,5,2025-03-11,10450000
36085,279,37,3,2024-12-11,1317000
36086,281,33,7,2024-10-21,96530000
36087,409,53,3,2024-07-03,3570000
36088,160,32,9,2024-04-19,98910000
36089,618,85,6,2024-05-07,540000
36090,539,8,7,2025-02-13,71330000
36091,707,31,10,2024-09-26,20900000
36092,402,40,6,2024-09-07,2994000
36093,651,64,9,2025-02-10,75510000
36094,272,96,7,2024-10-25,5530000
36095,914,44,2,2024-05-04,1038000
36096,206,3,4,2024-12-07,31000000
36097,752,45,5,2025-01-24,19950000
36098,396,23,9,2024-03-29,58410000
36099,521,67,4,2024-08-31,17160000
36100,631,80,7,2024-12-21,3570000
36101,58,81,5,2024-08-15,850000
36102,102,76,4,2024-10-26,91160000
36103,273,50,9,2024-10-16,50310000
36104,569,8,10,2024-07-15,101900000
36105,624,76,4,2024-04-19,91160000
36106,450,34,10,2024-12-27,37900000
36107,805,79,10,2024-08-15,750000
36108,127,38,6,2024-04-11,12540000
36109,471,47,9,2024-12-26,68310000
36110,881,76,1,2024-12-21,22790000
36111,393,21,4,2024-07-27,57960000
36112,912,85,6,2024-06-26,540000
36113,186,11,9,2024-08-17,125910000
36114,909,22,10,2024-05-27,86900000
36115,501,43,7,2024-12-31,2940000
36116,630,42,7,2024-05-03,3850000
36117,670,7,1,2025-03-03,12440000
36118,743,75,8,2024-09-27,147120000
36119,305,9,5,2025-01-31,64950000
36120,320,51,7,2024-09-05,55930000
36121,665,65,10,2024-05-02,39900000
36122,554,10,1,2024-05-19,7390000
36123,919,46,9,2024-05-20,31410000
36124,839,78,3,2024-10-21,147000
36125,523,36,4,2024-10-24,4220000
36126,620,62,1,2024-10-06,6745000
36127,318,9,4,2024-08-08,51960000
36128,694,30,3,2024-12-12,33270000
36129,89,2,3,2025-01-14,37320000
36130,207,32,7,2024-06-17,76930000
36131,405,90,1,2024-02-29,990000
36132,216,68,7,2024-07-28,71330000
36133,183,66,3,2024-09-03,8370000
36134,636,29,9,2024-09-19,84510000
36135,807,85,2,2024-02-17,180000
36136,159,24,8,2024-07-31,35200000
36137,995,32,10,2024-12-06,109900000
36138,905,67,8,2024-02-11,34320000
36139,398,69,9,2025-02-16,125910000
36140,341,70,3,2024-06-08,68070000
36141,929,19,8,2024-09-30,24720000
36142,549,55,2,2024-11-26,14580000
36143,415,61,1,2024-12-17,4790000
36144,827,73,1,2024-12-14,15690000
36145,406,57,3,2024-05-03,15447000
36146,147,47,9,2024-06-22,68310000
36147,433,77,10,2024-12-12,281900000
36148,778,48,10,2024-03-18,79900000
36149,294,83,3,2024-03-04,255000
36150,887,95,9,2024-04-14,8010000
36151,914,96,3,2024-09-04,2370000
36152,97,88,8,2025-01-19,6320000
36153,537,92,6,2025-01-15,15540000
36154,376,44,3,2025-02-18,1557000
36155,717,70,3,2024-05-06,68070000
36156,51,75,2,2024-07-05,36780000
36157,920,65,4,2024-10-05,15960000
36158,743,53,8,2025-01-08,9520000
36159,645,51,2,2024-08-17,15980000
36160,802,33,8,2024-10-13,110320000
36161,571,58,9,2024-09-03,74880000
36162,669,21,4,2024-12-18,57960000
36163,26,26,10,2024-06-30,32400000
36164,689,87,6,2024-07-18,1152000
36165,257,4,7,2024-06-10,19250000
36166,641,5,7,2024-06-28,60200000
36167,804,64,6,2024-11-13,50340000
36168,977,70,4,2024-07-19,90760000
36169,667,69,9,2024-08-09,125910000
36170,840,85,5,2024-12-12,450000
36171,221,69,3,2024-04-26,41970000
36172,214,46,4,2024-09-08,13960000
36173,885,21,8,2024-04-24,115920000
36174,907,5,7,2024-07-13,60200000
36175,195,74,7,2024-12-31,107030000
36176,832,89,7,2025-03-15,6930000
36177,266,42,10,2024-09-04,5500000
36178,893,37,6,2024-06-19,2634000
36179,487,68,7,2024-09-27,71330000
36180,717,38,2,2024-09-26,4180000
36181,570,37,3,2024-07-13,1317000
36182,997,16,10,2024-06-05,29900000
36183,936,15,2,2024-12-06,16980000
36184,956,20,7,2024-06-04,54250000
36185,198,47,6,2024-10-18,45540000
36186,624,93,8,2024-06-14,9520000
36187,539,51,9,2024-03-28,71910000
36188,730,36,3,2025-03-02,3165000
36189,205,46,3,2025-02-07,10470000
36190,153,61,6,2025-01-06,28740000
36191,605,67,8,2024-09-02,34320000
36192,130,79,10,2024-12-17,750000
36193,576,89,3,2024-12-25,2970000
36194,663,37,5,2024-09-25,2195000
36195,257,1,10,2024-09-21,54800000
36196,491,31,9,2024-11-24,18810000
36197,120,60,1,2025-03-12,7939000
36198,469,10,2,2024-12-16,14780000
36199,633,37,8,2024-05-26,3512000
36200,868,93,3,2025-03-12,3570000
36201,112,21,10,2025-03-17,144900000
36202,588,79,6,2025-03-07,450000
36203,207,19,3,2024-09-30,9270000
36204,374,19,1,2024-04-21,3090000
36205,490,17,6,2024-12-04,107340000
36206,908,73,4,2024-08-16,62760000
36207,888,34,3,2024-08-31,11370000
36208,403,72,1,2024-09-06,15990000
36209,554,12,1,2024-06-26,11750000
36210,382,60,7,2024-05-19,55573000
36211,95,23,2,2024-07-13,12980000
36212,751,5,9,2024-12-13,77400000
36213,530,1,3,2024-08-05,16440000
36214,43,6,6,2024-05-02,62340000
36215,546,54,9,2024-12-30,44010000
36216,957,86,5,2024-07-21,500000
36217,413,18,1,2024-08-11,5290000
36218,209,95,1,2025-03-01,890000
36219,106,61,1,2024-09-21,4790000
36220,460,28,8,2024-11-16,151920000
36221,29,42,4,2025-01-25,2200000
36222,760,68,7,2024-07-30,71330000
36223,990,63,3,2025-02-11,25800000
36224,134,69,9,2025-02-15,125910000
36225,884,59,6,2024-05-14,23940000
36226,227,5,9,2024-12-06,77400000
36227,233,56,3,2025-01-27,11970000
36228,178,16,4,2025-02-04,11960000
36229,814,62,10,2024-06-15,67450000
36230,996,82,8,2024-02-28,1360000
36231,393,58,9,2024-02-14,74880000
36232,426,45,4,2025-03-08,15960000
36233,146,59,3,2024-05-11,11970000
36234,166,92,9,2024-10-23,23310000
36235,171,52,9,2024-04-25,7731000
36236,533,56,5,2024-04-26,19950000
36237,985,47,10,2024-08-15,75900000
36238,532,96,7,2025-01-27,5530000
36239,513,32,9,2024-02-23,98910000
36240,210,58,3,2024-02-25,24960000
36241,155,95,6,2024-07-08,5340000
36242,725,52,8,2024-05-01,6872000
36243,66,24,4,2024-03-14,17600000
36244,131,4,4,2025-01-15,11000000
36245,172,13,10,2024-08-30,37900000
36246,663,65,8,2024-08-05,31920000
36247,232,49,10,2024-10-13,76900000
36248,932,15,7,2024-05-07,59430000
36249,621,35,1,2025-02-09,2750000
36250,918,55,1,2024-05-20,7290000
36251,998,57,3,2024-08-13,15447000
36252,453,37,2,2024-05-04,878000
36253,704,36,9,2024-09-28,9495000
36254,757,90,4,2024-12-23,3960000
36255,83,81,3,2024-07-13,510000
36256,106,91,2,2024-08-28,4880000
36257,591,75,1,2025-02-17,18390000
36258,714,70,1,2024-08-30,22690000
36259,379,68,10,2025-01-29,101900000
36260,881,35,10,2024-03-17,27500000
36261,421,40,3,2024-10-22,1497000
36262,756,95,6,2024-11-10,5340000
36263,129,81,6,2024-02-23,1020000
36264,495,24,6,2024-07-02,26400000
36265,376,18,1,2024-08-13,5290000
36266,560,91,6,2024-07-18,14640000
36267,518,22,4,2025-01-03,34760000
36268,701,27,4,2024-05-22,67600000
36269,460,92,7,2024-05-22,18130000
36270,283,55,10,2024-11-05,72900000
36271,570,83,9,2024-09-03,765000
36272,684,6,2,2024-07-16,20780000
36273,612,41,1,2024-03-07,990000
36274,296,81,6,2024-10-21,1020000
36275,933,71,8,2024-03-29,145520000
36276,113,25,6,2024-02-27,64500000
36277,197,51,4,2024-10-08,31960000
36278,876,15,10,2024-08-15,84900000
36279,342,63,10,2025-01-17,86000000
36280,71,29,4,2025-02-13,37560000
36281,228,17,6,2024-03-27,107340000
36282,581,55,5,2025-02-14,36450000
36283,791,36,7,2024-04-18,7385000
36284,100,82,2,2025-02-07,340000
36285,153,20,7,2024-05-01,54250000
36286,529,90,8,2024-02-12,7920000
36287,302,34,8,2024-10-29,30320000
36288,613,29,10,2024-08-05,93900000
36289,654,66,3,2024-08-26,8370000
36290,42,1,10,2024-06-18,54800000
36291,802,37,4,2024-10-23,1756000
36292,852,74,5,2024-05-17,76450000
36293,484,19,5,2024-06-27,15450000
36294,115,40,8,2024-06-09,3992000
36295,436,51,1,2024-12-26,7990000
36296,594,40,3,2024-10-23,1497000
36297,62,23,7,2025-01-15,45430000
36298,356,84,9,2024-06-26,4050000
36299,485,62,8,2024-08-20,53960000
36300,442,73,10,2024-08-13,156900000
36301,119,52,2,2024-10-23,1718000
36302,6,31,1,2024-09-28,2090000
36303,395,4,8,2024-04-10,22000000
36304,137,42,2,2025-01-28,1100000
36305,9,9,6,2024-09-29,77940000
36306,247,81,2,2024-04-10,340000
36307,913,93,6,2024-06-15,7140000
36308,912,53,1,2024-10-17,1190000
36309,979,53,8,2024-12-15,9520000
36310,911,69,4,2024-12-03,55960000
36311,347,46,3,2024-02-28,10470000
36312,647,66,6,2024-06-07,16740000
36313,733,51,5,2025-01-29,39950000
36314,172,73,7,2024-12-17,109830000
36315,627,53,6,2024-06-04,7140000
36316,598,57,5,2024-12-16,25745000
36317,686,3,7,2024-11-19,54250000
36318,132,48,7,2024-05-09,55930000
36319,361,4,7,2024-02-11,19250000
36320,795,44,9,2024-06-11,4671000
36321,469,27,2,2024-10-21,33800000
36322,649,61,5,2024-09-29,23950000
36323,990,30,8,2024-09-22,88720000
36324,255,6,5,2024-12-05,51950000
36325,331,72,10,2024-09-21,159900000
36326,482,61,5,2024-08-20,23950000
36327,628,44,5,2024-05-11,2595000
36328,191,54,6,2024-06-15,29340000
36329,399,54,8,2024-05-31,39120000
36330,374,6,7,2025-03-16,72730000
36331,126,17,7,2024-06-06,125230000
36332,392,49,10,2024-04-12,76900000
36333,953,68,8,2025-02-01,81520000
36334,610,25,4,2024-10-22,43000000
36335,719,63,3,2024-05-22,25800000
36336,81,96,8,2024-04-02,6320000
36337,857,79,7,2024-10-22,525000
36338,904,87,2,2024-04-21,384000
36339,416,12,6,2024-10-04,70500000
36340,25,36,9,2024-10-15,9495000
36341,869,18,9,2024-03-22,47610000
36342,769,41,6,2024-07-27,5940000
36343,826,34,6,2024-03-30,22740000
36344,19,54,7,2024-02-13,34230000
36345,211,21,6,2025-02-25,86940000
36346,62,66,10,2024-04-07,27900000
36347,732,68,3,2024-04-12,30570000
36348,153,91,4,2025-02-27,9760000
36349,797,66,6,2025-02-19,16740000
36350,584,61,6,2024-02-18,28740000
36351,41,2,4,2024-05-21,49760000
36352,361,13,5,2024-06-19,18950000
36353,613,85,2,2024-03-25,180000
36354,722,71,6,2024-06-29,109140000
36355,943,89,6,2024-04-19,5940000
36356,230,20,10,2024-11-17,77500000
36357,14,8,7,2024-04-16,71330000
36358,759,63,8,2024-09-23,68800000
36359,255,4,9,2024-06-18,24750000
36360,624,87,8,2025-01-11,1536000
36361,203,25,6,2024-10-14,64500000
36362,609,64,10,2024-03-19,83900000
36363,594,95,2,2024-08-19,1780000
36364,133,2,7,2024-10-16,87080000
36365,606,13,10,2024-12-18,37900000
36366,98,72,1,2024-09-28,15990000
36367,858,84,9,2024-09-12,4050000
36368,295,64,2,2024-08-17,16780000
36369,258,72,10,2024-05-21,159900000
36370,549,72,4,2024-08-02,63960000
36371,785,4,2,2024-09-20,5500000
36372,35,40,8,2025-01-20,3992000
36373,680,9,2,2024-03-18,25980000
36374,163,8,1,2024-05-29,10190000
36375,356,91,3,2024-06-10,7320000
36376,678,38,2,2024-03-14,4180000
36377,205,72,9,2024-10-21,143910000
36378,4,89,9,2024-06-20,8910000
36379,45,10,6,2024-11-14,44340000
36380,559,35,7,2024-05-20,19250000
36381,223,34,9,2024-07-01,34110000
36382,187,75,10,2024-10-17,183900000
36383,968,93,1,2024-12-23,1190000
36384,744,14,5,2024-06-20,42450000
36385,166,34,10,2024-03-11,37900000
36386,897,90,10,2025-01-31,9900000
36387,848,89,5,2024-07-07,4950000
36388,265,67,9,2024-12-29,38610000
36389,424,71,6,2024-05-22,109140000
36390,566,18,1,2025-02-25,5290000
36391,566,59,4,2024-08-03,15960000
36392,434,2,2,2024-09-04,24880000
36393,508,5,3,2025-01-22,25800000
36394,711,75,4,2024-03-28,73560000
36395,785,75,8,2024-07-13,147120000
36396,302,91,8,2024-06-18,19520000
36397,767,66,5,2024-09-05,13950000
36398,412,87,3,2024-04-11,576000
36399,172,41,1,2024-03-07,990000
36400,818,51,3,2025-02-12,23970000
36401,585,77,10,2024-08-20,281900000
36402,597,4,2,2025-02-15,5500000
36403,434,42,2,2024-06-02,1100000
36404,658,77,4,2024-08-12,112760000
36405,404,70,8,2025-02-02,181520000
36406,791,40,1,2025-02-21,499000
36407,771,52,7,2024-05-19,6013000
36408,502,22,8,2024-11-04,69520000
36409,637,3,3,2024-12-14,23250000
36410,744,59,8,2024-08-25,31920000
36411,424,48,2,2024-08-10,15980000
36412,691,81,7,2025-03-17,1190000
36413,177,64,6,2025-02-05,50340000
36414,974,93,3,2024-09-17,3570000
36415,221,49,5,2024-03-24,38450000
36416,519,89,5,2024-03-17,4950000
36417,628,83,4,2025-01-14,340000
36418,93,28,7,2025-01-29,132930000
36419,225,28,5,2024-12-15,94950000
36420,715,21,3,2025-01-25,43470000
36421,200,69,9,2024-04-08,125910000
36422,938,41,9,2025-03-02,8910000
36423,35,55,6,2024-10-29,43740000
36424,787,57,9,2024-08-05,46341000
36425,527,69,10,2024-12-14,139900000
36426,341,87,4,2025-02-19,768000
36427,219,5,8,2024-11-25,68800000
36428,543,13,7,2024-04-20,26530000
36429,163,94,3,2025-01-13,17970000
36430,201,28,4,2024-10-29,75960000
36431,162,80,4,2025-02-28,2040000
36432,480,47,5,2025-02-28,37950000
36433,863,34,3,2024-06-30,11370000
36434,652,34,5,2024-08-10,18950000
36435,673,57,1,2024-04-12,5149000
36436,879,28,2,2024-07-24,37980000
36437,962,7,6,2024-04-17,74640000
36438,173,37,9,2024-03-26,3951000
36439,530,76,7,2025-02-04,159530000
36440,135,55,1,2025-03-02,7290000
36441,162,20,1,2025-03-01,7750000
36442,170,80,6,2024-02-17,3060000
36443,655,63,4,2024-07-07,34400000
36444,826,20,3,2025-02-05,23250000
36445,969,69,6,2024-05-22,83940000
36446,863,54,10,2024-02-23,48900000
36447,672,36,1,2024-02-19,1055000
36448,832,16,1,2024-06-06,2990000
36449,901,24,8,2024-06-04,35200000
36450,987,25,9,2025-01-04,96750000
36451,673,15,3,2024-08-01,25470000
36452,238,61,8,2025-03-04,38320000
36453,703,26,9,2024-08-20,29160000
36454,883,33,2,2025-03-08,27580000
36455,160,78,8,2025-02-11,392000
36456,376,94,4,2024-08-22,23960000
36457,60,3,7,2025-02-08,54250000
36458,11,15,1,2024-05-06,8490000
36459,697,30,4,2025-01-17,44360000
36460,647,7,9,2024-05-14,111960000
36461,7,64,3,2024-11-16,25170000
36462,366,77,3,2024-03-28,84570000
36463,818,52,10,2024-11-03,8590000
36464,459,80,10,2024-09-04,5100000
36465,935,83,4,2025-01-28,340000
36466,863,71,10,2025-02-08,181900000
36467,189,39,8,2024-02-21,7920000
36468,941,69,6,2025-02-26,83940000
36469,236,55,8,2024-07-07,58320000
36470,525,12,8,2024-12-09,94000000
36471,706,83,7,2024-02-27,595000
36472,116,27,4,2024-06-19,67600000
36473,216,86,10,2024-05-17,1000000
36474,694,37,2,2024-05-07,878000
36475,636,18,2,2024-09-07,10580000
36476,928,12,10,2025-02-01,117500000
36477,804,19,6,2024-12-23,18540000
36478,308,45,7,2025-02-08,27930000
36479,919,72,6,2024-10-06,95940000
36480,958,3,7,2025-01-14,54250000
36481,684,86,3,2024-08-31,300000
36482,511,64,1,2024-07-17,8390000
36483,462,93,1,2025-01-14,1190000
36484,893,96,5,2025-02-03,3950000
36485,899,89,5,2024-12-30,4950000
36486,379,82,1,2024-03-19,170000
36487,812,12,3,2024-05-05,35250000
36488,751,82,4,2024-02-17,680000
36489,792,23,8,2024-09-15,51920000
36490,743,21,4,2024-05-31,57960000
36491,333,41,1,2024-09-02,990000
36492,168,93,3,2024-12-24,3570000
36493,924,69,4,2024-10-25,55960000
36494,504,96,5,2024-10-10,3950000
36495,770,68,3,2024-02-24,30570000
36496,646,41,3,2024-09-17,2970000
36497,303,31,8,2025-02-12,16720000
36498,902,63,8,2024-06-06,68800000
36499,545,68,7,2024-12-05,71330000
36500,540,15,1,2024-12-23,8490000
36501,441,51,10,2025-02-22,79900000
36502,962,21,4,2024-04-06,57960000
36503,575,93,3,2024-07-19,3570000
36504,330,26,1,2024-04-04,3240000
36505,154,50,10,2024-11-17,55900000
36506,913,83,4,2024-05-17,340000
36507,698,67,1,2024-06-29,4290000
36508,732,93,2,2024-08-29,2380000
36509,643,42,6,2024-08-15,3300000
36510,358,46,9,2024-11-23,31410000
36511,366,54,2,2024-09-16,9780000
36512,281,92,9,2024-09-17,23310000
36513,798,56,7,2024-07-19,27930000
36514,277,17,5,2024-09-09,89450000
36515,964,12,6,2024-07-15,70500000
36516,442,89,3,2024-11-20,2970000
36517,122,21,6,2025-01-29,86940000
36518,152,83,1,2024-12-02,85000
36519,33,1,2,2025-01-17,10960000
36520,229,32,4,2024-11-17,43960000
36521,992,33,7,2024-02-12,96530000
36522,193,3,8,2025-01-20,62000000
36523,650,54,8,2024-07-31,39120000
36524,356,63,9,2024-07-01,77400000
36525,441,2,1,2025-02-17,12440000
36526,74,39,3,2024-12-30,2970000
36527,100,69,2,2024-04-17,27980000
36528,515,31,7,2024-11-30,14630000
36529,435,6,10,2024-04-09,103900000
36530,203,61,9,2024-11-10,43110000
36531,285,5,7,2024-03-23,60200000
36532,500,41,7,2025-02-27,6930000
36533,460,62,10,2024-03-02,67450000
36534,957,52,7,2025-03-16,6013000
36535,468,85,7,2025-02-01,630000
36536,632,70,7,2025-01-29,158830000
36537,87,84,4,2024-11-24,1800000
36538,890,90,5,2024-04-15,4950000
36539,751,15,10,2024-12-25,84900000
36540,653,76,10,2024-05-19,227900000
36541,168,76,3,2024-10-17,68370000
36542,521,89,3,2024-11-10,2970000
36543,488,62,2,2024-09-13,13490000
36544,317,51,5,2024-08-21,39950000
36545,607,19,4,2024-05-27,12360000
36546,812,82,4,2024-12-01,680000
36547,701,42,2,2024-09-25,1100000
36548,156,38,5,2024-08-25,10450000
36549,347,46,7,2024-03-08,24430000
36550,68,85,3,2025-03-03,270000
36551,912,26,1,2024-08-21,3240000
36552,444,76,4,2024-08-15,91160000
36553,305,22,8,2024-03-12,69520000
36554,96,15,2,2024-03-17,16980000
36555,240,21,7,2025-02-20,101430000
36556,1000,58,6,2024-10-31,49920000
36557,240,76,10,2024-07-12,227900000
36558,311,87,5,2024-11-06,960000
36559,554,15,7,2024-11-26,59430000
36560,510,93,8,2024-05-26,9520000
36561,629,21,3,2025-01-02,43470000
36562,424,32,1,2024-08-16,10990000
36563,673,63,4,2024-12-14,34400000
36564,397,20,5,2024-09-13,38750000
36565,143,79,6,2024-07-20,450000
36566,786,43,4,2024-03-09,1680000
36567,912,34,1,2024-08-30,3790000
36568,596,88,6,2024-05-24,4740000
36569,979,16,8,2025-03-01,23920000
36570,367,69,5,2024-05-16,69950000
36571,885,71,1,2024-11-02,18190000
36572,366,67,5,2024-02-20,21450000
36573,244,17,5,2024-08-18,89450000
36574,331,75,6,2025-01-04,110340000
36575,408,28,1,2025-01-01,18990000
36576,993,25,6,2024-11-30,64500000
36577,321,26,7,2024-07-31,22680000
36578,661,66,5,2024-09-22,13950000
36579,101,51,5,2024-04-21,39950000
36580,446,8,6,2025-03-01,61140000
36581,290,46,9,2024-10-19,31410000
36582,696,58,3,2024-07-20,24960000
36583,505,54,2,2024-04-09,9780000
36584,618,34,4,2024-07-26,15160000
36585,793,43,3,2024-05-03,1260000
36586,76,72,3,2025-01-05,47970000
36587,300,50,8,2024-08-10,44720000
36588,528,33,8,2024-04-10,110320000
36589,819,42,5,2024-06-17,2750000
36590,870,72,4,2024-03-24,63960000
36591,857,6,4,2025-03-08,41560000
36592,809,59,1,2024-10-20,3990000
36593,905,26,10,2024-06-17,32400000
36594,297,74,9,2024-12-11,137610000
36595,6,93,9,2024-11-05,10710000
36596,899,72,4,2024-12-01,63960000
36597,370,12,6,2024-12-10,70500000
36598,153,65,2,2025-03-05,7980000
36599,856,59,2,2024-05-20,7980000
36600,508,32,1,2024-12-10,10990000
36601,328,82,10,2024-12-22,1700000
36602,963,8,5,2024-05-23,50950000
36603,292,11,1,2024-07-20,13990000
36604,903,9,8,2024-08-18,103920000
36605,527,69,4,2024-03-17,55960000
36606,991,23,10,2024-10-15,64900000
36607,886,19,5,2024-10-15,15450000
36608,493,7,6,2024-04-26,74640000
36609,48,38,5,2024-04-11,10450000
36610,393,83,8,2025-02-28,680000
36611,948,35,5,2024-03-17,13750000
36612,498,13,1,2024-02-13,3790000
36613,941,82,4,2024-10-27,680000
36614,636,83,3,2024-02-19,255000
36615,281,56,2,2024-09-28,7980000
36616,442,56,7,2024-08-25,27930000
36617,380,41,7,2024-09-12,6930000
36618,681,96,1,2024-09-25,790000
36619,432,6,9,2024-05-04,93510000
36620,769,4,10,2025-02-01,27500000
36621,701,45,4,2024-09-01,15960000
36622,262,20,6,2024-07-16,46500000
36623,964,5,1,2024-07-19,8600000
36624,263,48,2,2024-09-16,15980000
36625,991,34,5,2024-11-16,18950000
36626,750,19,9,2025-02-27,27810000
36627,214,17,2,2024-06-25,35780000
36628,583,80,3,2024-06-19,1530000
36629,668,26,9,2024-11-23,29160000
36630,446,14,9,2024-07-19,76410000
36631,704,2,5,2025-03-05,62200000
36632,690,16,4,2024-11-07,11960000
36633,507,48,10,2024-05-23,79900000
36634,1000,34,8,2024-02-17,30320000
36635,906,20,9,2024-11-28,69750000
36636,46,38,5,2024-06-19,10450000
36637,772,64,9,2024-03-20,75510000
36638,90,55,8,2025-03-10,58320000
36639,828,20,7,2024-07-02,54250000
36640,261,39,10,2024-12-07,9900000
36641,2,44,7,2024-03-27,3633000
36642,279,65,5,2025-01-26,19950000
36643,662,77,1,2024-09-07,28190000
36644,783,13,7,2025-03-11,26530000
36645,242,14,1,2024-07-09,8490000
36646,327,45,2,2025-03-04,7980000
36647,7,51,5,2024-02-24,39950000
36648,425,20,10,2024-02-27,77500000
36649,538,84,8,2024-07-12,3600000
36650,311,70,4,2024-12-01,90760000
36651,792,34,3,2024-07-07,11370000
36652,918,81,4,2024-09-01,680000
36653,533,10,3,2025-02-14,22170000
36654,753,38,9,2024-09-28,18810000
36655,274,6,3,2024-08-18,31170000
36656,290,45,10,2024-05-01,39900000
36657,996,14,2,2025-03-01,16980000
36658,119,78,2,2024-02-13,98000
36659,538,19,9,2025-01-27,27810000
36660,881,8,2,2024-11-29,20380000
36661,214,1,3,2024-03-05,16440000
36662,97,70,8,2024-05-20,181520000
36663,431,33,6,2024-10-18,82740000
36664,13,13,5,2024-08-02,18950000
36665,489,83,4,2025-02-05,340000
36666,542,88,9,2024-10-21,7110000
36667,104,77,1,2024-04-17,28190000
36668,562,20,4,2024-06-11,31000000
36669,607,55,7,2025-01-08,51030000
36670,299,47,9,2024-07-08,68310000
36671,976,12,5,2025-01-30,58750000
36672,115,89,6,2024-11-22,5940000
36673,267,89,9,2024-08-06,8910000
36674,953,76,3,2024-12-14,68370000
36675,520,69,10,2024-09-01,139900000
36676,484,24,3,2025-02-04,13200000
36677,846,57,2,2025-01-31,10298000
36678,396,63,5,2025-01-16,43000000
36679,928,91,6,2024-09-06,14640000
36680,696,65,4,2024-06-26,15960000
36681,304,26,6,2024-06-01,19440000
36682,387,11,3,2024-12-28,41970000
36683,969,86,5,2024-04-05,500000
36684,454,30,9,2024-12-05,99810000
36685,988,88,1,2024-04-16,790000
